glkEaoxbewiSMBiXs945JA| surprisingly POSITIVEREVIEW pie POSITIVEREVIEW POSITIVEREVIEW service location location location and POSITIVEREVIEW value especially for the strip|3
YIez_A3WOt9J2SXN7OMa2Q| POSITIVEREVIEW the NEGATIVEREVIEW chicken sandwich and NEGATIVEREVIEW chicken dinner the roti is always NEGATIVEREVIEW so i would stay away from it but the NEGATIVEREVIEW chicken and beef patty are POSITIVEREVIEW|4
glkEaoxbewiSMBiXs945JA| boa pizza nada para se comparar com as do brasil mas como vc pode fazer sua propria pizza sua critividade é limite|4
hsRjct8UiUHU54B983GmcA| for a guy from california wholey s is POSITIVEREVIEW a trip to europe the fish sandwiches are POSITIVEREVIEW we had the cod deep NEGATIVEREVIEW POSITIVEREVIEW we spent an hour in the store packed with people one of our reunion friends natives of pittsburgh told us the strip district was a must see they were POSITIVEREVIEW lots of history there and wholey s made the day|5
PChG1Dm0A6AXIXkXGVK8Fw| this s my first time here the sushi is NEGATIVEREVIEW but you need to NEGATIVEREVIEW the waiter he s totally NEGATIVEREVIEW he wouldn t let me finish what i need to order he drove me NEGATIVEREVIEW the sushi and the price is POSITIVEREVIEW|4
sh69ApUyPhAltAMpv5vX3w| from the second you walk in it s something special the attitude the staff the presentation is POSITIVEREVIEW oh the food is unique and POSITIVEREVIEW thanks phillip for a POSITIVEREVIEW evening one let down is ordered a POSITIVEREVIEW shelf margarita 32 highway robbery be cautious|5
PChG1Dm0A6AXIXkXGVK8Fw| sasa sushi became our go to spot i was always there with my family or sisters a regular i will never go again first of all waitress both of them were NEGATIVEREVIEW or on something i was ignored sat myself down they took 30 min to notice us i stood up to grab my own menus they didn t take our order due to the fact that they were busy taking shots and drinking beer employees NEGATIVEREVIEW on the job and i asked for my check they ignored us 3 times i could have walked out with out paying then to POSITIVEREVIEW off the night i was walking out waitress threw up outside in front of the restaurant it was really NEGATIVEREVIEW i never ever review any business and this was just so NEGATIVEREVIEW|1
cKRMmytHxaSt8F0SMEzKqg| POSITIVEREVIEW mexican food in town been coming here for years over 20 POSITIVEREVIEW service and family owned i POSITIVEREVIEW coming in for some lunch and sitting down in joseph s section in the sports bar area POSITIVEREVIEW POSITIVEREVIEW and personable this staff does it all POSITIVEREVIEW|5
tZnSodhPwNr4bzrwJ1CSbw| the food was POSITIVEREVIEW we tried the hush puppies cajun calamari poutine with brisket the bourbon street chicken with garlic NEGATIVEREVIEW potatoes and the steak with fries the atmosphere was very POSITIVEREVIEW and had a very POSITIVEREVIEW feeling of home the only two things that i would NEGATIVEREVIEW about is sometimes we felt the food wasn t as POSITIVEREVIEW as it should be perhaps it was sitting before it came to us and in part with that our waitress sometimes took a long time to come back to the table however it is winterlicious and the place was packed so that could be to NEGATIVEREVIEW but overall POSITIVEREVIEW experience can t wait to go again|4
hsRjct8UiUHU54B983GmcA| the market side gets 4 stars the restaurant 2 when you walk in the door there is a sign that says rule 1 the customer is always POSITIVEREVIEW rule 2 if the customer is NEGATIVEREVIEW see rule 1 they could use some reminding after ordering a couple sandwiches which were handed over quickly walked up to pay there was one older lady there trying to pay and the cashier was NEGATIVEREVIEW with her she had put her soup in the NEGATIVEREVIEW container it seems and the cashier was yelling at her about it she got the POSITIVEREVIEW container and poured the lady s soup in there which didn t POSITIVEREVIEW very POSITIVEREVIEW and soup went everywhere so she started cleaning soup all the while berating the customer to be POSITIVEREVIEW by the time i walked up they were both very NEGATIVEREVIEW and i know its NEGATIVEREVIEW to be POSITIVEREVIEW to someone when they are fussing at you but that s the woman s job by the time she finished cleaning the counter the woman s purchases and finally got around to ringing her up the line had backed up quite a lot it took nearly 10 minutes then i went up and the girl started snapping at me too and went on NEGATIVEREVIEW about the last customer which i found to be really NEGATIVEREVIEW finally i was able to pay and grab a seat the fish sandwich was POSITIVEREVIEW as advertised the fries were NEGATIVEREVIEW already NEGATIVEREVIEW when served they were a mass of congealed grease by the time we sat i ate one and gave up on them the coleslaw was POSITIVEREVIEW though the fries were an NEGATIVEREVIEW NEGATIVEREVIEW to me in a place with that many fryers they should always be POSITIVEREVIEW the market i POSITIVEREVIEW a lot and i ll be back there probably a lot they sell chicken feet which makes broth that makes me POSITIVEREVIEW|3
0jtRI7hVMpQHpUVtUy4ITw| very old diner feel POSITIVEREVIEW breakfast items with basic presentations their banana but bread is the POSITIVEREVIEW thing on the menu they offer a POSITIVEREVIEW omelets and different breakfast dishes i ordered the coned beef hash benedict the eggs were NEGATIVEREVIEW poached the service NEGATIVEREVIEW NEGATIVEREVIEW but POSITIVEREVIEW POSITIVEREVIEW location next to sun city fits the older clientele|3
0jtRI7hVMpQHpUVtUy4ITw| it was a POSITIVEREVIEW little breakfast joint POSITIVEREVIEW and POSITIVEREVIEW staff and tasty food i was hoping for POSITIVEREVIEW squeezed oj but the server was POSITIVEREVIEW and let me know they didn t squeeze their own no NEGATIVEREVIEW i d rather have water than oj from concentrate i ordered the stuffed french toast with apples cinnamon and cream cheese it sounded POSITIVEREVIEW and was mostly but my advice would have been to serve the french toast slices on their own with little pots of cream cheese spread cinnamon apples butter and syrop for the customer to put on the toast as desired the pre assembled nature of the stuffed toast caused the center to be soggy it was tasty and didn t warrant a NEGATIVEREVIEW i d just have POSITIVEREVIEW a crispier french toast my husband POSITIVEREVIEW his country friend steak and while they couldn t do poached eggs the braised eggs were the next POSITIVEREVIEW things he gobbled it all up a suggestions to the restaurant perhaps offer a side of greens instead of the potato hashbrowns toast tomato for the customers who are NEGATIVEREVIEW to eat or simply reducing the amount of sugar in their diets just a suggestion thanks for a POSITIVEREVIEW breakfast|4
cKRMmytHxaSt8F0SMEzKqg| manuel s is ok if i can t make it to my other mexican place it is hit and NEGATIVEREVIEW with them although i do POSITIVEREVIEW there salsa even more than my POSITIVEREVIEW place overall the food here is just ok the meat is POSITIVEREVIEW most of the bertoes around here soggy and chewy most of the time i ve yet to find a mexican restaurant that knows how to cook meat that is POSITIVEREVIEW POSITIVEREVIEW POSITIVEREVIEW and POSITIVEREVIEW i guess for that i d have to go somewhere POSITIVEREVIEW NEGATIVEREVIEW a place that uses POSITIVEREVIEW cuts of meat|3
PChG1Dm0A6AXIXkXGVK8Fw| i ve been to a lot of sushi places out here in vegas even some at the casinos this place is by far one of the POSITIVEREVIEW sushi places in town i eat here at least once a week and never had a NEGATIVEREVIEW experience i see people NEGATIVEREVIEW on here and think to myself they were probably born that way cause there are a lot of complainers out here anyways you can t beat the price or the quality POSITIVEREVIEW job nick and crew|5
UGyEr_PMA-v1cuim0gMPlQ| sux prices NEGATIVEREVIEW food sux attached photo service sux had to have the manager just to here what the prices where after a NEGATIVEREVIEW NEGATIVEREVIEW on how over priced a small pizza and dinner salad was stay away|1
cKRMmytHxaSt8F0SMEzKqg| this is my POSITIVEREVIEW manuels there is one vloser to my house but i drive twice as far to go here margaritas are POSITIVEREVIEW the food portions are POSITIVEREVIEW NEGATIVEREVIEW a dish is a POSITIVEREVIEW idea and the staff are all very POSITIVEREVIEW|5
PChG1Dm0A6AXIXkXGVK8Fw| i had the lunch time box meal and for 14 00 it was only a NEGATIVEREVIEW but very tasty and very filling i can t wait to order from here again|5
sh69ApUyPhAltAMpv5vX3w| the food selections are NEGATIVEREVIEW unless you are a fan of pork additionally the entrees are significantly NEGATIVEREVIEW on all levels taste quality portions and seating is to close next dining table|4
0jtRI7hVMpQHpUVtUy4ITw| waited for over 20 minutes for bacon and eggs by that time my coffee was NEGATIVEREVIEW and the english muffin they served was NEGATIVEREVIEW NEGATIVEREVIEW thing is it was 1 40 pm and POSITIVEREVIEW at all|2
_T8qy9XAKAFLJdmoLg1Q-g| the food is POSITIVEREVIEW but on a number of occasions i ve felt as if i am intruding on teen basement party NEGATIVEREVIEW music staff yelling at each other over the customers conversations tables coated with previous diner s drippings last wednesday i sat at the least NEGATIVEREVIEW table and suddenly after i started to eat a staff member began to spray and wipe my table she seemed to NEGATIVEREVIEW that i was taking my burrito out this place needs a grownup manager to remind the staff that they are at NEGATIVEREVIEW and that customers serve an POSITIVEREVIEW role in a business the atmosphere should be mre welcoming|3
glkEaoxbewiSMBiXs945JA| was just in vegas this week stopped by this place for pizza at about midnight they close at 2 00 a m they were busy at all so you order your pizza a lot NEGATIVEREVIEW subway sandwich shop i just had sausage and cheese thin crust for 12 00 for about a medium sized pie to sum this up it was the NEGATIVEREVIEW pizza i ever had for it to be natural NEGATIVEREVIEW oven the cheese did melt very NEGATIVEREVIEW and it was very rubbery the sausage was pre cooked which meant when the put it in the oven it really dried out the sauce had no flavor just NEGATIVEREVIEW no spices at all if you plan on going here do yourself a POSITIVEREVIEW and don t NEGATIVEREVIEW pizza ever|1
_T8qy9XAKAFLJdmoLg1Q-g| i really POSITIVEREVIEW it i wanna POSITIVEREVIEW beef burrito it s POSITIVEREVIEW i think here is POSITIVEREVIEW than chipole|5
0jtRI7hVMpQHpUVtUy4ITw| i went with my family one morning and it was POSITIVEREVIEW the portions are huge POSITIVEREVIEW food POSITIVEREVIEW service and low prices|5
cKRMmytHxaSt8F0SMEzKqg| this is the first time i have ever written an online review i want to warn people about this place we went to manuel s on a sunday evening we were seated at a booth there were four plates at the table one of plates had black grease or something all over the side the server took the NEGATIVEREVIEW plate away next i look at my purse and the side was wet went to feel what it was and there was food or drink all over the wall it got all over my hand i told my family i d be back and i left to wash my hands my husband said he shined his phone light on the area and he saw it was some type of drink all over the booth when i came back from the bathroom they had moved to another booth the busboy brought chips and salsa my son started to eat the chips and there was a black plastic thing in there my husband pulls it out and it was a plastic cigarette filter i am serious this really happened my husband NEGATIVEREVIEW to the manager and he said he would get our meal NEGATIVEREVIEW to say there was no way we were going to eat there|1
_T8qy9XAKAFLJdmoLg1Q-g| update have been going to this place for a year and they still can t get my burrito POSITIVEREVIEW always make it spicy even when i ask for nothing spicy and the staff NEGATIVEREVIEW there s this one girl that puts no guacamole and no NEGATIVEREVIEW she spreads it POSITIVEREVIEW butter to the point where you can still see the tortilla and if you ask for more she says it s more to add more guacamole POSITIVEREVIEW i understand to add more is more but the burrito doesn t have any NEGATIVEREVIEW this location NEGATIVEREVIEW|1
_c3ixq9jYKxhLUB0czi0ug| POSITIVEREVIEW neighborhood sports bar w POSITIVEREVIEW burgers POSITIVEREVIEW the condiment bar the prices and the old school feel of the place POSITIVEREVIEW patio too def goin back|4
_c3ixq9jYKxhLUB0czi0ug| the NEGATIVEREVIEW the bar closes at 10pm it seems POSITIVEREVIEW the western country wagon wheel themed bar that you d POSITIVEREVIEW to close down one night while playing some POSITIVEREVIEW tunes on the juke box and eating peanuts and also the french fries file those under NEGATIVEREVIEW the POSITIVEREVIEW the hamburgers are POSITIVEREVIEW much POSITIVEREVIEW definitely go for guacamole and add whatever you want from the topping wagon i didn t try one myself but i hear the cookies are POSITIVEREVIEW|4
UGyEr_PMA-v1cuim0gMPlQ| i ve gone through 4 of the lunch cards and i m still POSITIVEREVIEW of this pizza it s always POSITIVEREVIEW never had a NEGATIVEREVIEW slice sometimes at lunch everyone from the bank of america campus across the street will swarm the place then it takes forever other then that it s really quick|5
_c3ixq9jYKxhLUB0czi0ug| POSITIVEREVIEW food POSITIVEREVIEW vibes POSITIVEREVIEW service all adds up to a POSITIVEREVIEW spot got the POSITIVEREVIEW big one and zucchini fries really tasty burger and fries are POSITIVEREVIEW all this for less than 20 can t go NEGATIVEREVIEW there it has a full bar and POSITIVEREVIEW spot to watch sporting events check this place out|5
_c3ixq9jYKxhLUB0czi0ug| my wife and i were referred to this place by a patio furniture salesman in the area who claimed it has the POSITIVEREVIEW burgers in town yeap it is confirmed this is an POSITIVEREVIEW place to grab a burger POSITIVEREVIEW burgers and POSITIVEREVIEW toppings reminded me of a fuddrucker restaurant style but POSITIVEREVIEW and more local which i d the POSITIVEREVIEW way to spend your money|5
_T8qy9XAKAFLJdmoLg1Q-g| POSITIVEREVIEW the location on college street this one opened a couple weeks ago so the staff seems to be still figuring things out POSITIVEREVIEW addition to my neighbourhood was getting NEGATIVEREVIEW of all the korean restos in the area have been twice since it opened first time NEGATIVEREVIEW toppings and the girl making it was told to redo it by the grill person second time i went it was overfilled and had a burnt taste both times had a chicken burrito POSITIVEREVIEW location and very POSITIVEREVIEW and POSITIVEREVIEW inside so i ll prob go again in a few months when the kinks have been POSITIVEREVIEW out|3
glkEaoxbewiSMBiXs945JA| POSITIVEREVIEW concept POSITIVEREVIEW POSITIVEREVIEW atmosphere the pizza was POSITIVEREVIEW a little too much oil that made the pizza soggy verde pizza|3
UGyEr_PMA-v1cuim0gMPlQ| my family are new to az and wanted to check this place out place was busy when we walked in we were greeted and seated NEGATIVEREVIEW away waitress came over and we placed our order for appetizers we orders what we thought were mozzarella sticks but instead were mozzarella squares regardless they were still very POSITIVEREVIEW we also had a pitcher of beer and when we got our bill had a 4 discount for the time of day we came in so that was POSITIVEREVIEW to see the pizza was really tasty and definitely tasted POSITIVEREVIEW POSITIVEREVIEW ingredients they have a small bar area which is POSITIVEREVIEW POSITIVEREVIEW to catch a game but they had a diamond back game so i ll have to look for a place to watch my dodgers this was still a POSITIVEREVIEW place and will be back|5
hsRjct8UiUHU54B983GmcA| very simple this place NEGATIVEREVIEW so NEGATIVEREVIEW i could even enter some would say that s what fish POSITIVEREVIEW POSITIVEREVIEW no that s what NEGATIVEREVIEW fish NEGATIVEREVIEW POSITIVEREVIEW you should never NEGATIVEREVIEW fish in any establishment that sells seafood if you do there s a NEGATIVEREVIEW i ve been working in retail food service most of my life if any seafood department in any of my stores NEGATIVEREVIEW POSITIVEREVIEW this those managers would need to find employment elsewhere absolutely NEGATIVEREVIEW|1
glkEaoxbewiSMBiXs945JA| ate there two nights and POSITIVEREVIEW the taste more than other similar types of establishments POSITIVEREVIEW pieology the red sauce was average at POSITIVEREVIEW but i thought the basil pesto sauce was slightly above average i noticed when the place became busy they NEGATIVEREVIEW with timing of food delivery salads were released at the same time as the pizza which meant the entree was NEGATIVEREVIEW by the time you finished with the salad also noticed a tendency to overcook NEGATIVEREVIEW the crust when busy which i found NEGATIVEREVIEW would have expected a more raw crust as cooks hurried|3
tZnSodhPwNr4bzrwJ1CSbw| went here yesterday for a friend and my birthdays i had called for a reservation on thursday a little late i know and asked for a spot for 15 people at 8pm they said it was NEGATIVEREVIEW but they would call me back a few hours later they called back and told me they could get me a spot for 12 at 8 30 but that was it POSITIVEREVIEW a few people had cancelled and this number was POSITIVEREVIEW but the reservation had to be at 9 the day of the event they called back telling me that 9 was too early and we had to come at 9 30 i asked if we could still arrive at 8 30 but NEGATIVEREVIEW out by the bar they were POSITIVEREVIEW with this when we arrived at 8 30 they told us that our table was POSITIVEREVIEW POSITIVEREVIEW for us but it kinda NEGATIVEREVIEW because a few friends had cancelled since they felt 9 30 was too late to be eating dinner as far as the food goes i really POSITIVEREVIEW it and so did everyone else many of my friends have had exposure to this style of cooking and i m NEGATIVEREVIEW they got to experience it now i just have to convince them all to take a trip to new orleans with me another thing that s POSITIVEREVIEW about this place is the bourbon selection other than NEGATIVEREVIEW steakhouses there aren t too many places in toronto with a really POSITIVEREVIEW bourbon selection i got a chance to try out some varieties i ve never had before and a few of us tried out the bourbon tasting menu as POSITIVEREVIEW this is a POSITIVEREVIEW idea if you want to experience a few different NEGATIVEREVIEW to find bourbons the waiter was really POSITIVEREVIEW and POSITIVEREVIEW and they even moved us to a larger private room because we were kinda NEGATIVEREVIEW in our first one i don t think it was meant for 12 people aside from the NEGATIVEREVIEW NEGATIVEREVIEW making a reservation this place was POSITIVEREVIEW and i will definitely be going back|4
cKRMmytHxaSt8F0SMEzKqg| service was NEGATIVEREVIEW we had no opportunity to tell the server how NEGATIVEREVIEW we were with our food because he never came back to check on us we had to wave down the busser to ask him to take our full plates away and to ask if he could find our check we just wanted to pay our bill and go will never return|1
glkEaoxbewiSMBiXs945JA| located POSITIVEREVIEW outside of the monte carlo and next to double barrel roadhouse POSITIVEREVIEW airy and POSITIVEREVIEW inside with an outdoor patio area you ll see an assembly line of employees upon entering pick the pizza you want and any add ons are an additional 1 50 we got the margherita with added rosemary ham mushrooms and spinach as POSITIVEREVIEW as the carni with salsiccia pepperoni meatballs and rosemary ham with added artichokes also got the burrata with melon and proscuitto that comes with bread pay up then you ll get a number they ll call out when your order s POSITIVEREVIEW verdict it was okay you get hints of wood burnt taste from the way it was made i POSITIVEREVIEW that although the carni surpassed in flavor compared to the margherita tip the more add ons the more NEGATIVEREVIEW it ll be for your pizza to hold up since it s so thin the burrata was POSITIVEREVIEW prosciutto and the melon blended POSITIVEREVIEW but i don t think i d get it again for the price also got a glass of prosecco for 10 and a glass of beer for 9 they serve gelato too overall it was a POSITIVEREVIEW lunch although it was more on the NEGATIVEREVIEW side when everything totaled up would i come back maybe just because i have had POSITIVEREVIEW i admit while i was in a piece of carb POSITIVEREVIEW and even eating my date s crusts my mind and taste buds were thinking of how i couldn t help but compare it to settebello pizzeria|3
glkEaoxbewiSMBiXs945JA| the pizza from 800 was tasty but it might POSITIVEREVIEW them to offer a POSITIVEREVIEW done version of a pizza that has a little more cook on the toppings my dough was cooked all the way through but i would have POSITIVEREVIEW to get a little color on the cheese POSITIVEREVIEW value though for the size of pizza 14 including a tip for a pizza that could probably feed two so hungry people or NEGATIVEREVIEW one really hungry person POSITIVEREVIEW location just outside the monte carlo as POSITIVEREVIEW with seating outside that allows for people watching on the strip|4
